track_name,artists,album_name,track_genre,valence,energy,emotion_id
Zero Zero,De-Phazz,Private,trip-hop,0.0629,0.338,4
G.B.H.,Death In Vegas,Dead Elvis,trip-hop,0.645,0.719,3
Horsetown in vain,Kid Loco,Kill your darlings,trip-hop,0.439,0.541,0
Corner Store,Brazilian Girls,Brazilian Girls,trip-hop,0.584,0.886,3
Ray Payola,Morcheeba,Who Can You Trust? / Beats & B-Sides,trip-hop,0.556,0.79,3
Night Shade,Quantic;Flowering Inferno,1000 Watts,trip-hop,0.966,0.709,3
Black Flute - Remastered,Leftfield,Leftism 22,trip-hop,0.646,0.984,3
Sugar Planet,Flunk,For Sleepyheads Only,trip-hop,0.599,0.729,3
It's Summertime - Little Mountain Remix,Morcheeba;Little Mountain,Blaze Away (Deluxe Version),trip-hop,0.488,0.305,4
The Actress,De-Phazz;David Thomas,Jelly Banquet,trip-hop,0.43,0.468,4
Undress Me Now,Morcheeba,Parts of the Process,trip-hop,0.36,0.352,4
How Does It Make You Feel?,Air,10 000 Hz Legend,trip-hop,0.15,0.338,4
Atomic Cocktail,De-Phazz,Daily Lama,trip-hop,0.897,0.765,3
Muévelo Negro,Quantic;Nidia Gongora,Magnetica,trip-hop,0.592,0.587,3
Strangers in the Night,De-Phazz,Strangers in Dub (Bert Kaempfert meets De-Phazz),trip-hop,0.679,0.7,3
Un Canto a Mi Tierra - Version,Quantic;Nidia Gongora,Curao,trip-hop,0.551,0.741,3
Otherwise,Morcheeba,Parts of the Process,trip-hop,0.596,0.529,3
Faking News,De-Phazz;Hattler;Fola Dada,Jelly Banquet,trip-hop,0.609,0.416,6
Die Gedanken Sind Frei (Thoughts Are Free),Brazilian Girls,Brazilian Girls,trip-hop,0.573,0.943,3
Back to Beginning,Lamb;Damien Rice,5,trip-hop,0.288,0.651,0
Skylight,Gramatik,"Beatz & Pieces, Vol. 1",trip-hop,0.684,0.608,3
Breathe - 2square Remix,Télépopmusik;Angela McCluskey;2square,Breathe,trip-hop,0.527,0.66,3
Lonely & Cold,Gramatik,SB2,trip-hop,0.425,0.617,0
Overcome,Tricky,Maxinquaye (Deluxe Edition),trip-hop,0.752,0.599,3
God is A DJ - Extended,Faithless;David Guetta,God Is a DJ,trip-hop,0.0399,0.838,0
Atlas Air,Massive Attack,Heligoland,trip-hop,0.712,0.598,3
"Soul Days - Live at Albert Hall, Manchester, England, 2017",DJ Shadow,Live in Manchester: The Mountain Has Fallen Tour,trip-hop,0.45,0.852,0
Cargo,Roots Manuva,Bleeds,trip-hop,0.0707,0.56,0
Weather Storm,Massive Attack,Protection,trip-hop,0.245,0.276,4
I Hope That I Don't Fall in Love with You,Emilíana Torrini,Adrift (Original Motion Picture Soundtrack),trip-hop,0.346,0.184,4
What Does Your Soul Look Like - Pt. 1 / Prince Paul Remix,DJ Shadow;Prince Paul,Endtroducing (Endtroducing Re-Emagined),trip-hop,0.592,0.725,3
Witness (1 Hope),Roots Manuva,Run Come Save Me,trip-hop,0.814,0.866,3
Liquid Season,Protassov,Shalina Music,trip-hop,0.477,0.806,0
Misery,Wax Tailor;Rosemary Standley,Misery,trip-hop,0.457,0.544,0
YMA,Boozoo Bajou,Satta,trip-hop,0.504,0.341,6
In the Shadows,Elsiane,Mechanics of Emotion,trip-hop,0.177,0.529,0
Innadadance (feat. Suli Breaks & Jazzie B) [Meduza Remix] - Edit,Faithless;Suli Breaks;Jazzie B.;MEDUZA,All Blessed (Deluxe),trip-hop,0.196,0.758,0
Les Fleur,4hero;Carina Andersson,Creating Patterns,trip-hop,0.417,0.676,0
I'm Out of Here,Alex Cortiz,Lounge Top 100 (The Ultimate Lounge Experience - In The Mix),trip-hop,0.147,0.475,4
Another Kind Of Blues,Fluke,Puppy,trip-hop,0.0504,0.847,0
Bittersweet,Everything But The Girl,Eden,trip-hop,0.769,0.311,6
Fear of a Blind Planet - Dj Fly Remix,Wax Tailor;DJ Fly,Fear of a Blind Planet (Dj Fly Remix),trip-hop,0.244,0.796,0
Over & Over,The Herbaliser;Stac,Bring out the Sound,trip-hop,0.147,0.61,0
Rustic Bellyflop,Fila Brazillia,Luck Be A Weirdo Tonight,trip-hop,0.559,0.236,6
Organ Donor - Extended Overhaul,DJ Shadow,Endtroducing,trip-hop,0.724,0.641,3
Feather,Little Dragon,Machine Dreams,trip-hop,0.743,0.831,3
It's Just a Ride,Gramatik,The Age of Reason,trip-hop,0.615,0.868,3
Dem Phonies,Roots Manuva,Brand New Second Hand,trip-hop,0.818,0.701,3
Goldilocks Enigma,Gramatik;Anomalie,"Re:Coil, Pt. I",trip-hop,0.362,0.732,0
Undress Me Now,Morcheeba,Parts of the Process,trip-hop,0.36,0.352,4
Bbq,Cibo Matto,Super Relax,trip-hop,0.667,0.636,3
Little By Little,Groove Armada,Groove Armada Greatest Hits,trip-hop,0.926,0.517,3
Daydreaming - Luv It Dub,Massive Attack,Blue Lines - The Remixes,trip-hop,0.615,0.616,3
Salva Mea - Way out West Mix,Faithless;Way Out West,Reverence / Irreverence,trip-hop,0.413,0.775,0
Positively Inclined,Wax Tailor;Marina Quaisse;ASM,Hope & Sorrow,trip-hop,0.718,0.811,3
Anything U Want (feat. QBall & Curt Cazal),Rae & Christian;Q*Ball;Curt Cazal,Northern Sulphuric Soul,trip-hop,0.6,0.562,3
La Callejera,Quantic;Anibal Velasquez,Magnetica,trip-hop,0.928,0.875,3
Hol' It Up,Roots Manuva;Riddla,Run Come Save Me,trip-hop,0.8,0.686,3
Exordium,Wax Tailor,Dusty Rainbow from the Dark,trip-hop,0.49,0.574,0
Shadow on a Harvest Moon,Everything But The Girl,Idlewild,trip-hop,0.386,0.311,4
Artical,Roots Manuva,Run Come Save Me,trip-hop,0.65,0.686,3
Wall Crawling Giant Insect Breaks,The Herbaliser,Very Mercenary,trip-hop,0.836,0.905,3
"God Is a DJ - Live from Brixton - April 8, 2011",Faithless,Passing the Baton - Live from Brixton,trip-hop,0.169,0.704,0
Melt - Quiet Village Mix,Leftfield;Quiet Village,Leftism 22,trip-hop,0.0689,0.378,4
Trim Body,Roots Manuva,Run Come Save Me,trip-hop,0.557,0.684,3
My Head Is My Only House Unless It Rains - 2013 Remaster,Everything But The Girl,Worldwide (Deluxe Edition),trip-hop,0.369,0.12,4
From The Dark,Wax Tailor,Dusty Rainbow from the Dark,trip-hop,0.357,0.292,4
Emerald Tuesday,Cibo Matto,Hotel Valentine,trip-hop,0.853,0.898,3
Strangers on a Train - Instrumental,Lovage;Nathaniel Merriweather,Music to Make Love to Your Old Lady By (Instrumental),trip-hop,0.924,0.486,6
La Câlin,Serhat Durmus,La Câlin,turkish,0.0673,0.439,4
Eskisi Gibi,Lil Zey;Kozmos,Viral Şarkılar,turkish,0.665,0.592,3
Gesi Bağları,Serhat Durmus,Gesi Bağları,turkish,0.0392,0.46,4
Yalan,Serhat Durmus;Ecem Telli,Yalan,turkish,0.0925,0.525,0
Do It,Ilkay Sencan,Do It,turkish,0.2,0.874,0
Krvn,UZI,Kan,turkish,0.186,0.582,0
Duhan,Serhat Durmus;Mazlum Uruc,Duhan,turkish,0.0898,0.681,0
Eskisi Gibi,Lil Zey;Kozmos,Best Viral Tunes,turkish,0.665,0.592,3
Rockstar,Ilkay Sencan;Dynoro,Rockstar,turkish,0.185,0.826,0
Shaman,Serhat Durmus;BÖ,Shaman,turkish,0.0989,0.679,0
My Feelings,Serhat Durmus;Georgia Ku,My Feelings,turkish,0.0745,0.542,0
Mirror,Serhat Durmus,ME and U,turkish,0.155,0.473,4
Arres,Serhat Durmus;Melanie Fontana,Arres,turkish,0.131,0.56,0
POP,Şam;No.1;Seda Erciyes,P.O.P Mixtape pt.2,turkish,0.56,0.532,3
Our Streets,DJ Kantik,Our Streets,turkish,0.521,0.598,3
Astronaut In The Ocean,Arem Ozguc;Arman Aydin;Jordan Rys,Astronaut In The Ocean,turkish,0.544,0.867,3
Gun Double,Armağan Oruç,Gun Double,turkish,0.493,0.533,0
Kul,DJ Kantik,Zooo,turkish,0.495,0.874,0
Lambalar Ve Kelebek,Tepki,Şehir Efsanesi,turkish,0.217,0.44,4
80 Kere,Lil Zey;Rosalie.,Viral Şarkılar,turkish,0.428,0.781,0
Ondan Böyleyim,Khontkar,Ondan Böyleyim,turkish,0.277,0.585,0
Çok Alıştım Sana,Pinhani,Çok Alıştım Sana,turkish,0.369,0.329,4
Plevne,Armağan Oruç,Plevne,turkish,0.542,0.716,3
ama hala,Mavi,Best Viral Tunes,turkish,0.891,0.754,3
ama hala,Mavi,Viral Şarkılar,turkish,0.891,0.754,3
80 Kere,Lil Zey;Rosalie.,Best Viral Tunes,turkish,0.428,0.781,0
Plevne Marşı (Trap Versiyon),Yıldıray Gürgen,Plevne Marşı (Trap Versiyon),turkish,0.0563,0.657,0
Severek Ayrılanlar,Ayna,Bostancı Durağı,turkish,0.298,0.687,0
Bir Tek Sen Gelmedin,Flört,Cemiyette Pişiyoruz,turkish,0.707,0.7,3
Hiphop Okulu,Şehinşah,Denetimli Serbestlik Stili (Deluxe),turkish,0.748,0.631,3
Yük Gemisi,Aspova;Motive;Murgs,MATRIX (Blue),turkish,0.339,0.678,0
GELMEZSEN GELME,Lvbel C5,Viral Şarkılar,turkish,0.269,0.555,0
Beraber Büyüdük,Anıl Piyancı,Best Viral Tunes,turkish,0.343,0.604,0
GELMEZSEN GELME,Lvbel C5,Best Viral Tunes,turkish,0.269,0.555,0
Beraber Büyüdük,Anıl Piyancı,Viral Şarkılar,turkish,0.343,0.604,0
10 NUMARA,Lvbel C5,Viral Şarkılar,turkish,0.654,0.652,3
10 NUMARA,Lvbel C5,Best Viral Tunes,turkish,0.654,0.652,3
Öyle Bir Rüya,Hüsnü Arkan;Birsen Tezer,Kırık Hava,turkish,0.369,0.475,4
Neden,Ceg,Trapanasyon,turkish,0.442,0.508,0
Her Şeyi Yak,Duman,Viral Şarkılar,turkish,0.205,0.538,0
Ateş ve Barut,No.1,Sen Kötü Bir Rüyasın,turkish,0.566,0.513,3
Her Şeyi Yak,Duman,Best Viral Tunes,turkish,0.205,0.538,0
Bu Sabahların Bir Anlamı Olmalı,Vega,Tatlı Sert,turkish,0.345,0.628,0
Gemiler,Teoman,Viral Şarkılar,turkish,0.379,0.742,0
Sevdim Seni Bir Kere,Teoman,Viral Şarkılar,turkish,0.234,0.386,4
Sevdim Seni Bir Kere,Teoman,Best Viral Tunes,turkish,0.234,0.386,4
Gemiler,Teoman,Best Viral Tunes,turkish,0.379,0.742,0
Kaptan,Emir Can İğrek,Ağır Roman,turkish,0.478,0.661,0
Paramparça,Teoman,Viral Şarkılar,turkish,0.82,0.794,3
Paramparça,Teoman,Best Viral Tunes,turkish,0.82,0.794,3
6 Days,Mahmut Orhan;Colonel Bagshot,ONE,turkish,0.332,0.699,0
SexyBack,Ilkan Gunuc;Clara Stegall,SexyBack,turkish,0.434,0.706,0
Elimi Tut (feat. Ecem Telli),Serhat Durmus;BÖ;Ecem Telli,Elimi Tut (feat. Ecem Telli),turkish,0.102,0.592,0
Plain Jane,Ilkan Gunuc;Emie,Plain Jane,turkish,0.686,0.857,3
Not Alone,Serhat Durmus,ME and U,turkish,0.0381,0.683,0
3 Gün,Ais Ezhel;Dj Suppa,3 Gün,turkish,0.455,0.589,0
Koyu,Şehinşah,Denetimli Serbestlik Stili (Deluxe),turkish,0.802,0.684,3
Like A Boss,NOES,Like A Boss,turkish,0.388,0.916,0
SÜR,Xir;Maestro,SÜR,turkish,0.214,0.746,0
Dilemma X Kuytu,Şehinşah,666,turkish,0.208,0.803,0
Beraber Büyüdük,Anıl Piyancı,İzmir,turkish,0.343,0.604,0
My Feelings,Serhat Durmus;Georgia Ku,My Feelings,turkish,0.0745,0.542,0
Erkenci Kuş Jenerik Sözlü,Cem Öget,Erkenci Kuş (Orijinal Dizi Müzikleri),turkish,0.431,0.558,0
Nolur,Stap,Işporta Holding,turkish,0.632,0.686,3
Susma,Nev,Işığım ve Gölgem,turkish,0.585,0.612,3
Benmişim,Nev,Sen Gibi,turkish,0.9,0.84,3
Memur,Stap,Işporta Holding,turkish,0.405,0.585,0
Neden mi İllegal 3,Hidra,Yenilmez,turkish,0.784,0.838,3
Türlü Bela,Şehinşah,666,turkish,0.0381,0.506,0
Plüton (feat. DJ Artz),Şehinşah;DJ Artz,DEEV (Deluxe Edition),turkish,0.613,0.805,3
KARAMBOL,MAW,KARAMBOL,turkish,0.317,0.571,0
Mühürlü Kaderim,Nev,Sen Gibi,turkish,0.48,0.658,0
"Yaşamak Öldürür, Pt. 1",Joker,Yaşamak Öldürür,turkish,0.104,0.706,0
55 Ghetto,Keskin,BOZGUN,turkish,0.395,0.942,0
...aynı yer,Birileri,...aynı yer,turkish,0.692,0.414,6
Bıraktım Şaşırmayı,Emir Can İğrek,Bıraktım Şaşırmayı,turkish,0.434,0.302,4
Onlar Acımı Bilemez Hacım,Ceg,Trapanasyon,turkish,0.459,0.483,4
Cereyan,Ahiyan,Old Tape,turkish,0.261,0.425,4
Geberiyorum - Nazım Hikmet Ran Günler Şiiri,Athena,Geberiyorum (Nazım Hikmet Ran Günler Şiiri),turkish,0.515,0.341,6
Kunteper,Şehinşah,Kunteper,turkish,0.696,0.688,3
Ötesi,Contra,Ötesi,turkish,0.879,0.976,3
Sokak Güvercini,Stabil,Sokak Güvercini,turkish,0.666,0.49,6
Sevgilim Biz Ayrıldık,Emre Fel,Sevgilim Biz Ayrıldık,turkish,0.538,0.423,6
Seninim Son Kez,Teoman;İrem Candar,Eski Bir Rüya Uğruna...,turkish,0.297,0.342,4
Karıncalar,Hidra,08-13,turkish,0.339,0.538,0
İki Gözüm,Reyhan Karaca,İmza,turkish,0.606,0.464,6
Ecza Deposu,Emir Can İğrek,Sapa,turkish,0.285,0.61,0
Güller Ve Rhyme,Şehinşah,Denetimli Serbestlik Stili (Deluxe),turkish,0.598,0.898,3
Canavar,No.1,Canavar,turkish,0.431,0.573,0
Kal Benim İçin,Pamela,Yara,turkish,0.454,0.8,0
Lanet,Arda Gezer;Şehinşah;Caner Özgür,Lanet,turkish,0.116,0.479,4
Beni Duy,No.1,P.I.V,turkish,0.447,0.745,0
Gökyüzüm Siyah Olsa Da,Ne Jupiter,Aklımın Derinlerinde,turkish,0.302,0.563,0
Benim Aklımdan Zorum Var,Şanışer,12-15,turkish,0.21,0.5,0
Dandini Dandini Dastana,Sertab Erener,İyiliğe Ninniler,turkish,0.275,0.233,4
Yanıma Yataydı,Umut Kaya,Umut Kaya,turkish,0.882,0.481,6
Aşkın Gözü Kör Mü,Rana Alagöz;Selçuk Alagöz,Biz Sizin Şarkılarınızla Büyüdük,turkish,0.856,0.789,3
Eski Sevgilim - Live,Tan Taşçı,Söz & Müzik: Tan Taşçı (Live),turkish,0.391,0.496,4
Franco,Emir Can İğrek,Ağır Roman,turkish,0.759,0.626,3
Ay Şarkısı,Saian,Ay Şarkısı,turkish,0.718,0.593,3
No L's,Onur Ormen;Reaktive;Peter Piffen,No L's,turkish,0.333,0.938,0
Hold on to Me,Furkan Sert,Hold on to Me,turkish,0.311,0.364,4
Zor II,Lil Zey,Zor,turkish,0.123,0.459,4
Akıllanamadım,Ahiyan,Akıllanamadım,turkish,0.246,0.45,4
About It,Serhat Durmus,About It,turkish,0.185,0.472,4
Polkka,Ilkan Gunuc;Emrah Turken,Polkka,turkish,0.294,0.738,0
Paris,Asil Slang;Kozmos,Paris,turkish,0.479,0.56,0
niye ben?,Ravend,niye ben?,turkish,0.0589,0.387,4
Gerçek Sandım,Ais Ezhel;Dj Suppa;Sansar Salvo,Gerçek Sandım,turkish,0.448,0.637,0
Yeşillendir,Ceg;Anıl Piyancı,Yeşillendir,turkish,0.877,0.73,3
Ritalin (feat. Hidra),Artz;Hidra,İşin Mutfağı,turkish,0.96,0.798,3
Bağırın,Hidra,C-137,turkish,0.173,0.561,0
Pim,Old G,P.İ.M,turkish,0.526,0.823,3
Son Gaz,Ati242;Ceg,Son Gaz,turkish,0.375,0.706,0
Söyle Ona,No.1,"Canımız Cehenneme, Pt. III",turkish,0.47,0.452,4
Kalbim Mezar,Şebnem Ferah,Od,turkish,0.435,0.921,0
Her Şey Aynı,Beta Berk Bayındır;Şanışer,Best of Beta,turkish,0.588,0.424,6
BENİM KAFAM SİKTİRMİŞ GİTMİŞ,Büyük Ev Ablukada,FIRTINAYT,turkish,0.847,0.652,3
Zerdaliler,Ezginin Günlügü,İlk Aşk,turkish,0.293,0.292,4
Birkaç güzel gün için,Saian;Bedo,Birkaç güzel gün için,turkish,0.32,0.685,0
Belki Bir Gün Barışırız,Şanışer,Umut,turkish,0.808,0.74,3
Bülbülüm Altın Kafeste,Pinhani,On Türkü,turkish,0.385,0.494,4
Yerin Altındayim,Emir Can İğrek;Kurtalan Ekspres,"Anadolu Rock Aid, Vol. 2",turkish,0.551,0.6,3
KARAR,Patron,KIŞ UYKUSU,turkish,0.508,0.608,3
Yeni Beyaz,Saian,Yeni Beyaz,turkish,0.282,0.57,0
bipo-love,Mavi,VERITAS,turkish,0.354,0.607,0
Burası Dünya Değil,Hidra,Yenilmez,turkish,0.816,0.734,3
Hayırlara Ola,Contra,Hayırlara Ola,turkish,0.0713,0.48,4
Kafamın İçi Dolu,Ceg,Trapanasyon,turkish,0.115,0.53,0
Cayır Cayır,Grogi;Maho G,Cayır Cayır,turkish,0.361,0.752,0
Carnavale,Ahiyan,Carnavale,turkish,0.228,0.58,0
Yemyeşil Bir Deniz,İlhan İrem,Bezginin Gizli Mektupları,turkish,0.65,0.568,3
Ağla Ağla - Live,Tan Taşçı,Söz & Müzik: Tan Taşçı (Live),turkish,0.356,0.5,0
Zor Aşk,Haluk Levent,Trilogy,turkish,0.445,0.4,4
Allame Sendromu,Allame,Fare Kapanı,turkish,0.873,0.881,3
Yüksel,Motive,Makaveli,turkish,0.0487,0.661,0
Kalbin Yok mu?,Teoman,Rock and Roll,turkish,0.403,0.546,0
Zgt,Motive,Makaveli (Deluxe),turkish,0.378,0.53,0
Aşık Olmamam Gerek - Canlı Akustik,Birileri,Pür Akustik,turkish,0.657,0.733,3
Karanlıkta Güneşlenenler,No.1,Karanlıkta Güneşlenenler,turkish,0.552,0.897,3
Jane Maryam,Evgeny Grinko,Outtakes,turkish,0.139,0.0984,4
Fış Fış Kayıkçı,Sertab Erener;Can Bonomo,İyiliğe Ninniler,turkish,0.119,0.134,4
Aynalarımda,Stabil;Bedo,OKSMRN2,turkish,0.409,0.749,0
Ankara,Haluk Levent,Bu Ateş Sönmez,turkish,0.624,0.544,3
Sana Neler Edeceğim,Ajda Pekkan,Hoşgör Sen,turkish,0.795,0.62,3
Dağlara Küstüm,Haluk Levent,Trilogy,turkish,0.619,0.484,6
Dile Kolay Kalbe Değil,Zakkum,Bir Gece Yarası,turkish,0.439,0.624,0
Yürürüm,Nurettin Rençber,Eski Yara,turkish,0.519,0.42,6
Kalbime Gömüyorum - Live,Tan Taşçı,Söz & Müzik: Tan Taşçı (Live),turkish,0.381,0.522,0
İstemem,Ahiyan,SAKLAYANLARDANIM,turkish,0.352,0.479,4
Ay Tenli Kadın,Ufuk Beydemir,Sevda Gibi,turkish,0.335,0.541,0
Efsane,Şam,P.O.P Mixtape pt.1,turkish,0.0921,0.46,4
Escuro,Cut Off,Escuro,turkish,0.166,0.646,0
Koptu Kayış,Sansar Salvo;Kaan Boşnak,Koptu Kayış,turkish,0.584,0.675,3
Sonbahar,Da Poet,Sonbahar,turkish,0.673,0.562,3
Kör Kurşun,Şam,Vehim,turkish,0.32,0.625,0
Manifest,Da Poet;Kayra,Manifest,turkish,0.623,0.862,3
Size XXL,Stap,Size XXL,turkish,0.504,0.831,3
NERDESİN,Ati242,NERDESİN,turkish,0.319,0.679,0
Legal,Khontkar,100,turkish,0.62,0.824,3
Unutuldular,Pinhani,İnandığın Masallar,turkish,0.185,0.47,4
Beni Kır,Şanışer,Umut,turkish,0.367,0.444,4
SEVDA,Birkan Nasuhoğlu,SEVDA,turkish,0.367,0.371,4
İyilik Meleğim,No.1,İyilik Meleğim,turkish,0.546,0.664,3
Ne Olur Anla,Irem,Hayalet Sevgilim,turkish,0.372,0.516,0
Warrior,Hopex,Warrior,turkish,0.053,0.931,0
22,Gece,Gece,turkish,0.338,0.794,0
Az,Şehinşah,666,turkish,0.551,0.877,3
Marina,Lil Zey;Metth,Marina,turkish,0.645,0.704,3
Akıbet,Duman,Darmaduman,turkish,0.181,0.537,0
Saklasam Kendimi,Birsen Tezer,Saklasam Kendimi,turkish,0.379,0.622,0
HUZUR,Patron,KIŞ UYKUSU,turkish,0.635,0.761,3
Sanki Yapamadım,Yaşlı Amca,Akşamüstü,turkish,0.639,0.567,3
Kasımpatı,Pit10;Sansar Salvo,"Organize Oluyoruz, Vol. 2",turkish,0.361,0.648,0
Olmasa Mektubun,Yeni Türkü,Yeni Türkü Koleksiyon,turkish,0.264,0.192,4
Yansın Geceler,Burcu Güneş,Tılsım,turkish,0.287,0.712,0
Sana Bu Siyah Laik,No.1,"Canımız Cehenneme, Pt. I",turkish,0.381,0.501,0
Kimsenin Kimsesi,Veys Colak;Melek Mosso,Kimsenin Kimsesi,turkish,0.376,0.519,0
Marlboro,Tuhan,Motorola,turkish,0.678,0.739,3
Kendi Evimde Deplasmandayım,Yüzyüzeyken Konuşuruz,Evdekilere Selam,turkish,0.838,0.717,3
Ona Gitme,Batu Akdeniz,Bir Kalbin Çöküşü,turkish,0.483,0.728,0
Kanar,Güncel Gürsel Artıktay,Kanar,turkish,0.226,0.338,4
Derbeder,Gece,İyi Niyetli Bir Gün,turkish,0.425,0.806,0
Güya,Şanışer;Sokrat St,Onuncu Gün,turkish,0.506,0.837,3
Sınırımız Gökyüzü,Bahadır Sağlam,Sınırımız Gökyüzü,turkish,0.668,0.719,3
Hayalin Yeri Yok (Akustik),Allame,Hayalin Yeri Yok (Akustik),turkish,0.795,0.441,6
Beni Uğurla,Emir Can İğrek,Ağır Roman,turkish,0.316,0.423,4
Güzelliğin on para etmez,Aşık Veysel,"Dostlar Beni Hatırlasın 1894-1973, Vol. 1 (Hiç Unutulmayacaklar)",turkish,0.563,0.221,6
KAPA GÖZLERİNİ,Ati242;Bedo;Stabil,DIPSOMANIA,turkish,0.557,0.805,3
Gamzedeyim Deva Bulmam,Müzeyyen Senar,"Yayınlanmamış Şarkılar, Vol. 2",turkish,0.328,0.441,4
Anlatsam Anlatamam,Sera Savaş,Kiraz,turkish,0.781,0.402,6
Ben Her Bahar Mutsuzum - Live,Tan Taşçı,Söz & Müzik: Tan Taşçı (Live),turkish,0.27,0.493,4
Severek Ayrılanlar,Can Gox,Severek Ayrılanlar,turkish,0.377,0.755,0
Ziyan & Doğum Günü - Live,Tan Taşçı,Söz & Müzik: Tan Taşçı (Live),turkish,0.443,0.516,0
Çok Yaşlıyım,Kayra,Bütün Ayazların Ortasında,turkish,0.872,0.86,3
Elbet Bir Gün Buluşacağız,Müzeyyen Senar,Son Askimi Canlandiran,turkish,0.341,0.264,4
Renkli Rüyalar Oteli,Teoman,Koyu Antoloji,turkish,0.46,0.443,4
Cennetten Cehenneme,Hidra,Cennetten Cehenneme,turkish,0.466,0.699,0
Sen Hala Benimlesin,Zakkum,Bir Gece Yarası,turkish,0.525,0.609,3
Sevsen Ne Olurdu,Gülden Karaböcek,"Duyarmısın Feryadımı (Gülden Karaböcek Altın Klasikleri, Vol. 1)",turkish,0.281,0.453,4
Ara,Zeynep Bastık,Ara,turkish,0.304,0.674,0
EVA & MIA,GOKO!,Best Viral Tunes,turkish,0.803,0.636,3
EVA & MIA,GOKO!,Viral Şarkılar,turkish,0.803,0.636,3
Çökertme,Cem Karaca,Haykırış,turkish,0.615,0.521,3
The Plan,Arman Aydin;Philip Strand;Arem Ozguc,The Plan,turkish,0.864,0.653,3
Bunu Sen Seçtin,Sokrat St,Hayal,turkish,0.758,0.67,3
Siyah,Sehabe;Şanışer,His,turkish,0.437,0.581,0
Kalbin Yok mu?,Teoman,Kalbin Yok mu?,turkish,0.378,0.552,0
"Ateş, Elbet",Keişan,"Ateş, Elbet",turkish,0.138,0.524,0
Rüyalar,Tepki,9,turkish,0.808,0.871,3
600 Watt,Cash Flow,Suç Sokağı Sakinleri,turkish,0.0921,0.596,0
Yıkılıyorum (feat. Şehinşah & Ceg),Artz;Şehinşah;Ceg,İşin Mutfağı,turkish,0.734,0.782,3
Conquer,Hopex,Conquer,turkish,0.276,0.85,0
Press,Ati242;Şehinşah,Junkie Flow,turkish,0.467,0.666,0
Sekiz 2,Ais Ezhel;Red;Emrah Karakuyu;Keişan;Anıl Piyancı;Nomad,Sekiz,turkish,0.285,0.839,0
Anlamı Yok,Şanışer;Sokrat St,Onuncu Gün,turkish,0.576,0.826,3
Yokluğuma Alışma,No.1;Rozz Kalliope,P.I.V,turkish,0.505,0.706,3
Seni Senden,İnsan Mıyız,Seni Senden,turkish,0.231,0.703,0
Hayalperest,Teoman,Gönülçelen,turkish,0.315,0.62,0
Benden Uzak,Tanerman;Lia Shine;Yung Ouzo,Benden Uzak,turkish,0.469,0.584,0
Sarhoş,No.1,Kron1k,turkish,0.299,0.788,0
Beş Dakika - Live,Tan Taşçı,Söz & Müzik: Tan Taşçı (Live),turkish,0.391,0.546,0
Sniper,Hidra,Sniper,turkish,0.561,0.675,3
İstila,Şehinşah,Denetimli Serbestlik Stili (Deluxe),turkish,0.0738,0.858,0
Bu Kendime Son Gelişim,Hayki,ICONIQUE,turkish,0.461,0.711,0
Sürgün,Özlem Özdil,Zamansız Yağmur,turkish,0.546,0.485,6
Lirikal Ağ,Hidra,C-137,turkish,0.169,0.563,0
Sizin Olsun Dünyalar,Bağzıları,Sizin Olsun Dünyalar,turkish,0.668,0.559,3
Elbet,Tan Taşçı,İşaret,turkish,0.458,0.625,0
fanus,Mavi;Defa,VERITAS,turkish,0.169,0.546,0
Asi,Ceg,Trapanasyon,turkish,0.247,0.621,0
Yanıma Gelmesinler,Şanışer,LUDOVICO II,turkish,0.592,0.579,3
Şiir senin yüzündür,Mavi Gri,Şiir senin yüzündür,turkish,0.338,0.564,0
Cumartesi - Live,Tan Taşçı,Söz & Müzik: Tan Taşçı (Live),turkish,0.644,0.794,3
Rapsodi İstanbul,Teoman,Teo,turkish,0.558,0.678,3
Herşeyin Bir Bedeli Var,Cegıd,Delüzyon,turkish,0.353,0.648,0
Eski Jagged,Ceg,DMT,turkish,0.143,0.492,4
Dün Gece,Ceg,DMT,turkish,0.474,0.428,4
Kural Ne Bilmiyorum,Istanbul Trip,110,turkish,0.429,0.643,0
Kanunsuzlar,Saian,Başıbozuk,turkish,0.546,0.654,3
Ben Böyleyim,Ayten Alpman,Ben Böyleyim (45'lik),turkish,0.62,0.496,6
Bardak Taşıyor,Can Bonomo,Bardak Taşıyor,turkish,0.879,0.8,3
Benim Stilim,Norm Ender,Aura,turkish,0.837,0.729,3
Allı Turnam,Bağzıları,Gece Lambası,turkish,0.289,0.481,4
Sevda Türküsü,Grup Yorum,Cesaret,turkish,0.836,0.466,6
Kader Diyemezsin,Bergen,İnsan Severse,turkish,0.51,0.512,3
Risale 2,Taladro,Dem,turkish,0.529,0.426,6
Karşıyım,Sezen Aksu,Karşıyım,turkish,0.825,0.874,3
Kriz Gibi Geri Geldim,Hidra,Holigan,turkish,0.7,0.967,3
Son Yolcu,Ajda Pekkan,Seksenlerin En Güzel 4 Albümü,turkish,0.505,0.738,3
Arıyorum,EDIS,Arıyorum,turkish,0.381,0.73,0
Lose Yourself,Onur Ormen;Nieko,Lose Yourself,turkish,0.429,0.872,0
Olmaz,Khontkar,100,turkish,0.393,0.783,0
Seyre Dursun Aşk - Akustik,Gülşen,Beni Durdursan Mı ?,turkish,0.59,0.769,3
