name,artist,tags,genre,valence,energy,danceability,acousticness,tempo,spotify_preview_url,spotify_id,tags_list,mood_tags,mood_text
Yo No Me Sentaría En Tu Mesa,Los Fabulosos Cadillacs,"90s, reggae, ska",,0.909,0.86,0.642,0.0528,143.778,https://p.scdn.co/mp3-preview/33221c600a24739f64afa934ba7ea7876cd7f97f?cid=774b29d4f13844c495f206cafdad9c86,0R69fE7gcb2J5qxtXFLfYB,"['90s', 'reggae', 'ska']",[],
Vos Sabes,Los Fabulosos Cadillacs,ska,,0.881,0.798,0.71,0.271,114.754,https://p.scdn.co/mp3-preview/82d8a053e4805a8255276e3c5af26d60120c8672?cid=774b29d4f13844c495f206cafdad9c86,0bXGnFL6XuGQyGhXXhPpcu,['ska'],[],
Epoxi-Lips,RX Bandits,"alternative, progressive_rock, reggae, ska",Rock,0.178,0.873,0.353,0.00595,92.07,https://p.scdn.co/mp3-preview/afb334e8773b2e10bb7fe73f00f9df33c4bf615b?cid=774b29d4f13844c495f206cafdad9c86,2tEAyPRieofT5ktF5YlqL6,"['alternative', 'progressive_rock', 'reggae', 'ska']",[],
She's Evil,The Beautiful Girls,"indie_pop, chill, ska",,0.821,0.711,0.638,0.00104,144.099,https://p.scdn.co/mp3-preview/989f1c962cb7e2b770cc4fbf8f0df5a9e243d75f?cid=774b29d4f13844c495f206cafdad9c86,17gXoivRM0ydRwIWMpckIN,"['indie_pop', 'chill', 'ska']",['chill'],chill
Tragic Vision,Lagwagon,"punk, punk_rock, ska",,0.886,0.891,0.405,8.5e-05,94.424,https://p.scdn.co/mp3-preview/2376e4de877a7c0d6514416820bef662bcae0e05?cid=774b29d4f13844c495f206cafdad9c86,0aL6G6mOHpqSP17WIFrXDK,"['punk', 'punk_rock', 'ska']",[],
Souls for Sale,Mad Caddies,"reggae, ska",Reggae,0.905,0.601,0.902,0.151,89.994,https://p.scdn.co/mp3-preview/d0673c1c5e84b7e3688555e680323c4d5ac23206?cid=774b29d4f13844c495f206cafdad9c86,5C7Q6AVCP7cOdQxYhsPFuv,"['reggae', 'ska']",[],
The Fonz,Smash Mouth,"alternative, punk, ska",,0.407,0.766,0.522,0.0102,98.09,https://p.scdn.co/mp3-preview/950dc504ee9c79b125887dc2eef5ce5a58dfc4f3?cid=774b29d4f13844c495f206cafdad9c86,05bGN9TbZ5NfbOSRxP86zA,"['alternative', 'punk', 'ska']",[],
Pachuco,Maldita Vecindad Y Los Hijos Del Quinto Patio,ska,Rock,0.478,0.996,0.649,0.245,107.849,https://p.scdn.co/mp3-preview/b66f6ea10928a7e200c8c68e98c2a6226029e161?cid=774b29d4f13844c495f206cafdad9c86,0B0myPcPga5GEPtpuxda3u,['ska'],[],
Te Miro Y Tiemblo,Jarabe de Palo,ska,Latin,0.367,0.356,0.666,0.0389,113.796,https://p.scdn.co/mp3-preview/600fccf01cd48893d2aa2725186d7c556461a130?cid=774b29d4f13844c495f206cafdad9c86,0muAvT6OjeqqNTkGhdUCjh,['ska'],[],
Nervous In The Alley,Smash Mouth,"rock, alternative, ska",,0.765,0.971,0.515,0.0118,101.302,https://p.scdn.co/mp3-preview/6ceea2548863306a4e346878c8da7f321f6b222d?cid=774b29d4f13844c495f206cafdad9c86,0PGa7VY9qbfZzkjfzAXFCn,"['rock', 'alternative', 'ska']",[],
The City With Two Faces,Goldfinger,"punk, punk_rock, ska",,0.607,0.9,0.341,0.00602,169.471,https://p.scdn.co/mp3-preview/a8d2cb25a4fef3d37995f7a19a061cb418cbfaa4?cid=774b29d4f13844c495f206cafdad9c86,2G9BSz3ku6VSvJR2ZRlxx6,"['punk', 'punk_rock', 'ska']",[],
Vague Love Song,The Forces of Evil,ska,Reggae,0.645,0.916,0.346,0.0426,93.148,https://p.scdn.co/mp3-preview/e9c83dbf36f6167c1bc1b3e6b78869d8ba4090e7?cid=774b29d4f13844c495f206cafdad9c86,26RsYPDZYhU3ipUNC8ZJA1,['ska'],[],
Golden Age Of My Negative Ways,Less Than Jake,ska,Reggae,0.912,0.94,0.523,0.0178,110.747,https://p.scdn.co/mp3-preview/0358e7aec33a562411aa09ec8355aafddb381c63?cid=774b29d4f13844c495f206cafdad9c86,36Fn0JYNv2DEEm25YoviJT,['ska'],[],
I Must Confess,Everything But the Girl,"female_vocalists, jazz, chillout, downtempo, chill, ska",Pop,0.845,0.58,0.637,0.359,136.759,https://p.scdn.co/mp3-preview/cd15b4cfa99fa530d0e86d66e83490c4c674d290?cid=774b29d4f13844c495f206cafdad9c86,0H0WCBrq00dBSHU21oGDtj,"['female_vocalists', 'jazz', 'chillout', 'downtempo', 'chill', 'ska']","['chillout', 'chill']",chillout chill
Skinhead Girl,Symarip,ska,Reggae,0.847,0.547,0.896,0.331,134.628,https://p.scdn.co/mp3-preview/612c88dfac3d0babef63778fc834a0d6387bef0e?cid=774b29d4f13844c495f206cafdad9c86,0Io7o5xA7CM1mZgDXhtdYC,['ska'],[],
That's Just The Way It Is Now,Rancid,"punk, punk_rock, ska",Punk,0.877,0.967,0.691,0.0637,108.015,https://p.scdn.co/mp3-preview/3df633cad0e28be0ba0c47556c7955a95a343f61?cid=774b29d4f13844c495f206cafdad9c86,1AKy5qD3mOVgs5KB3G7Y5m,"['punk', 'punk_rock', 'ska']",[],
Tio Sam,Ska-P,ska,Reggae,0.837,0.871,0.536,0.0246,177.812,https://p.scdn.co/mp3-preview/ffb2c58b93c26239f41df9f9194c158a89201d95?cid=774b29d4f13844c495f206cafdad9c86,1zJdi2JHAbqRxhMGUG8vtV,['ska'],[],
El Viejo De Arriba,Bersuit Vergarabat,ska,,0.965,0.762,0.772,0.119,98.037,https://p.scdn.co/mp3-preview/5cd76bfe7b875e28ea4518b51ceb8764a79f4a0d?cid=774b29d4f13844c495f206cafdad9c86,10qD1t4mdElIn42tDS5vw8,['ska'],[],
O Beco,Os Paralamas Do Sucesso,"rock, reggae, ska",,0.78,0.432,0.812,0.0252,75.086,https://p.scdn.co/mp3-preview/c996983f2fc2915baf40cf6ac2dfe13d8064c8ab?cid=774b29d4f13844c495f206cafdad9c86,26Kq7xLJYkUSRaey0hR31f,"['rock', 'reggae', 'ska']",[],
Selvagem,Os Paralamas Do Sucesso,"80s, ska",,0.937,0.569,0.698,0.0138,83.132,https://p.scdn.co/mp3-preview/55991033bb2464d299928e4ba8fc955da280c298?cid=774b29d4f13844c495f206cafdad9c86,1PLV9BCBzIkhaKNlwu5mMp,"['80s', 'ska']",[],
Choking Victim,Choking Victim,ska,Reggae,0.703,0.924,0.417,0.000325,96.482,https://p.scdn.co/mp3-preview/15a4b41138085cd7a35b9313ac2d58d23ef02e03?cid=774b29d4f13844c495f206cafdad9c86,7ggrBRywt0nNlo1zYxycFb,['ska'],[],
Beauty Contest,No Doubt,"rock, female_vocalists, alternative_rock, punk, ska",,0.406,0.802,0.597,0.0236,130.133,https://p.scdn.co/mp3-preview/904a00ff05ca2dc88874a0f7e8a65faf5b62463c?cid=774b29d4f13844c495f206cafdad9c86,00fAjvhNlEEO5VQIlipXJG,"['rock', 'female_vocalists', 'alternative_rock', 'punk', 'ska']",[],
Medium Unwell,Mad Caddies,ska,Reggae,0.746,0.857,0.587,0.00881,140.11,https://p.scdn.co/mp3-preview/80e5539eefd40784eb57bb23deb0ac8da66dadf8?cid=774b29d4f13844c495f206cafdad9c86,24rnJbq0tOX3rZ83oPMShU,['ska'],[],
Police The Nation,The Planet Smashers,ska,Reggae,0.964,0.958,0.753,0.0449,167.944,https://p.scdn.co/mp3-preview/bded4027f90e1c79a0a0f6b58fc10d735122e310?cid=774b29d4f13844c495f206cafdad9c86,2okcO5ZSjMwCl3kBOZujX9,['ska'],[],
The Old School Off the Bright,The Mighty Mighty Bosstones,ska,,0.949,0.961,0.385,0.0435,177.116,https://p.scdn.co/mp3-preview/f12e6821e395e65664a8847cee4ee77d5e8dfd8c?cid=774b29d4f13844c495f206cafdad9c86,0Myw6J0HDr7kLJELNWcGIG,['ska'],[],
Mate,Todos Tus Muertos,"punk, ska",,0.788,0.357,0.444,0.00136,110.889,https://p.scdn.co/mp3-preview/6a0a823e8934e6f4dc1e918a121447897a917907?cid=774b29d4f13844c495f206cafdad9c86,4P8jmtTh7Uff7vcUCXsNaY,"['punk', 'ska']",[],
Se Viene,Bersuit Vergarabat,"rock, ska",Rock,0.958,0.878,0.588,0.00586,147.989,https://p.scdn.co/mp3-preview/45f9037e405f99b27b7af11d4f0fb35b5a99824e?cid=774b29d4f13844c495f206cafdad9c86,50ub3uFroRYynQRez4AKrq,"['rock', 'ska']",[],
Call In Sick,MxPx,"punk, ska",,0.87,0.968,0.432,0.00015,176.368,https://p.scdn.co/mp3-preview/d223deccea73d0351db782f39d3d21395683f404?cid=774b29d4f13844c495f206cafdad9c86,0iaat5g9xdRgRkhrJjw5m3,"['punk', 'ska']",[],
Crying Over You,Ken Boothe,"reggae, ska",,0.649,0.219,0.793,0.0025,78.677,https://p.scdn.co/mp3-preview/791518fd67f9ef01068ca43188ae8404866f3fb4?cid=774b29d4f13844c495f206cafdad9c86,03m4Q0tiWL3ZZ0gAYjhXS1,"['reggae', 'ska']",[],
Live Your Dream,Reel Big Fish,ska,,0.868,0.931,0.537,0.126,174.877,https://p.scdn.co/mp3-preview/2a6636c3df3ef091e7c4b411d7102a8b7c003f05?cid=774b29d4f13844c495f206cafdad9c86,5ia9jWuesidwgAT9ubmdfp,['ska'],[],
Mother Teresa Chokeslams The World,The Flatliners,"punk, ska",Punk,0.243,0.996,0.559,0.00021,110.038,https://p.scdn.co/mp3-preview/a16c9e1d85e2f39c97d4cc7b3397e380c628d48a?cid=774b29d4f13844c495f206cafdad9c86,16wmB6VHP53mk6hEdVUJVI,"['punk', 'ska']",[],
Piggy in the Middle,Sonic Boom Six,"punk, ska",Rock,0.549,0.961,0.503,0.0175,93.094,https://p.scdn.co/mp3-preview/d4193ea21da6e525a9ebd00eae3c9c97601d64ff?cid=774b29d4f13844c495f206cafdad9c86,343AUV0HYvD1Rt2vfRZfEf,"['punk', 'ska']",[],
King Of Ska,Desmond Dekker,ska,Reggae,0.867,0.828,0.8,0.424,131.595,https://p.scdn.co/mp3-preview/36438cb1b0c584281f62acbcd0a65692b53b0c00?cid=774b29d4f13844c495f206cafdad9c86,0PAv036Rjd3WSkPsnpqe5W,['ska'],[],
Ranking Full Stop,The Beat,ska,,0.98,0.88,0.765,0.0134,157.511,https://p.scdn.co/mp3-preview/f7ce35cdd58e504abe7ba37f12e53e9ee2874b99?cid=774b29d4f13844c495f206cafdad9c86,0kwnmfyEqFfBNzN72M7uOD,['ska'],[],
Little Nut Tree,The Melodians,ska,,0.626,0.341,0.835,0.48,74.618,https://p.scdn.co/mp3-preview/a251fe2d690f51c6938b53a50dc7dbc7245f45f6?cid=774b29d4f13844c495f206cafdad9c86,0a1QQJSp7cbQIzHTJmMnc7,['ska'],[],
Mum's The Word,Mad Caddies,ska,,0.902,0.847,0.565,0.0976,95.504,https://p.scdn.co/mp3-preview/f6f78c0fcb625d66c4b92f4c1f5672fe648edf84?cid=774b29d4f13844c495f206cafdad9c86,06FZV9jxbrvTVGlMadeMvg,['ska'],[],
Stomach,Current Swell,"acoustic, ska",,0.368,0.658,0.587,0.57,97.902,https://p.scdn.co/mp3-preview/24ed30c3582abe4b779b55af75800f9e75a16783?cid=774b29d4f13844c495f206cafdad9c86,5QLIJ8ZEGvR4HcdM1yZZnq,"['acoustic', 'ska']",['acoustic'],acoustic
Reality Show,Ska-P,ska,,0.908,0.768,0.657,0.0873,134.033,https://p.scdn.co/mp3-preview/7df3f7ff1eb3725671d3c5bdacaefb4b29ac3bde?cid=774b29d4f13844c495f206cafdad9c86,2HtqRVoM5s1XAnRwLM89fP,['ska'],[],
Dirt Lip,Big D And The Kids Table,ska,Reggae,0.82,0.976,0.622,0.0104,114.055,https://p.scdn.co/mp3-preview/4af591981768d742e24d363d8ec93da9a3756559?cid=774b29d4f13844c495f206cafdad9c86,0WO9m7H9n1qblkAoJvQG84,['ska'],[],
Disconnect The Dots,Smash Mouth,ska,,0.952,0.915,0.553,0.11,102.983,https://p.scdn.co/mp3-preview/929942fd21f0b4db4b32039b3039529e4135cd39?cid=774b29d4f13844c495f206cafdad9c86,068YKFZOoDsIbSrspRaOOP,['ska'],[],
Noise Complaint,Big D And The Kids Table,ska,,0.679,0.95,0.557,0.00136,100.478,https://p.scdn.co/mp3-preview/f67cffe606ee8ec8691485c397fbf044fdc44453?cid=774b29d4f13844c495f206cafdad9c86,0E0brVK5ANRNTfPyab8DQN,['ska'],[],
Nuclear Generators,The Suicide Machines,"punk_rock, ska",,0.538,0.991,0.566,0.00185,106.939,https://p.scdn.co/mp3-preview/b1c788ac77e31453972ec8cfe5f8e1ac161584a4?cid=774b29d4f13844c495f206cafdad9c86,1thib5wIZ2kfgyFZsyYvXM,"['punk_rock', 'ska']",[],
Wasting My Life,The Hippos,ska,,0.621,0.911,0.563,0.146,137.918,https://p.scdn.co/mp3-preview/601d64199756803cc8c0fafbc80216eba6cfe67a?cid=774b29d4f13844c495f206cafdad9c86,4E44NoX8rZrSo7XHo4hTwY,['ska'],[],
Distress,Mad Caddies,ska,,0.97,0.571,0.759,0.192,131.796,https://p.scdn.co/mp3-preview/e1b15ee6836dcd88e6ee8d34e76ad9869c1f02d9?cid=774b29d4f13844c495f206cafdad9c86,4nw5qspKbfgSUu1d3TQKoA,['ska'],[],
Moment Without an End,Big D And The Kids Table,ska,Reggae,0.804,0.962,0.552,0.00225,98.026,https://p.scdn.co/mp3-preview/3aa5b9449615fa7a7a04b38634c7b2af6185dbe8?cid=774b29d4f13844c495f206cafdad9c86,7Dy8Qe8DENelkxz9mS1Rhc,['ska'],[],
Broadway Jungle,Toots and The Maytals,"reggae, ska",Reggae,0.931,0.561,0.805,0.73,122.581,https://p.scdn.co/mp3-preview/f3f14a338e660442c9b865d2e6b0ce9098485c02?cid=774b29d4f13844c495f206cafdad9c86,0CBRoiaE4TBB05XQlrFkR4,"['reggae', 'ska']",[],
Gunpowder,Black Joe Lewis & The Honeybears,"soul, blues, funk, ska",,0.971,0.696,0.705,0.181,138.707,https://p.scdn.co/mp3-preview/a423525a919e3e4c2e7b1fb954985c2debe9f9f4?cid=774b29d4f13844c495f206cafdad9c86,0EQynTyzzOSrxUoEhzDEWD,"['soul', 'blues', 'funk', 'ska']",[],
One Eye Enos,Toots and The Maytals,"reggae, ska",Reggae,0.722,0.466,0.635,0.148,161.209,https://p.scdn.co/mp3-preview/a8751c68d2fed2de79591c5676420df6ffdabc4f?cid=774b29d4f13844c495f206cafdad9c86,0sihCt03VI5sNIsos4LeSB,"['reggae', 'ska']",[],
Lorraine,Bad Manners,ska,,0.892,0.718,0.684,0.0658,80.668,https://p.scdn.co/mp3-preview/c8736de6367e4a2caaf997637fae450e7bb123c3?cid=774b29d4f13844c495f206cafdad9c86,07nyNJkLwYgeSYK8QPNBx5,['ska'],[],
Pa,Doe Maar,"pop, 80s, ska",,0.961,0.721,0.912,0.139,128.67,https://p.scdn.co/mp3-preview/4d8b651eb2e2b55ad22c97bb6e1281a2e64a5da3?cid=774b29d4f13844c495f206cafdad9c86,0g7gzZyTjjL30B2GCxd2Lh,"['pop', '80s', 'ska']",[],
Tight Squeeze,The Expendables,"reggae, chill, ska",,0.516,0.721,0.69,0.0141,95.781,https://p.scdn.co/mp3-preview/c83fdf27d56441db1ba13079a21c931719674b90?cid=774b29d4f13844c495f206cafdad9c86,5gsIkUrt8fPBaJwIL7FWak,"['reggae', 'chill', 'ska']",['chill'],chill
Pet Names,Smash Mouth,"rock, alternative, punk, ska",,0.736,0.918,0.564,0.104,101.278,https://p.scdn.co/mp3-preview/cc0da3de7130cc3646379bff0013f052b1a46222?cid=774b29d4f13844c495f206cafdad9c86,0hU8dQxBfXB3uaQ33zfbq5,"['rock', 'alternative', 'punk', 'ska']",[],
For The Dishwasher,Grandaddy,"electronic, indie, alternative_rock, indie_rock, ska",Rock,0.0581,0.409,0.479,0.0478,79.393,https://p.scdn.co/mp3-preview/006a9eb44ef419c72862b2c03cad218a6f71507b?cid=774b29d4f13844c495f206cafdad9c86,05sUh0V86HHkbTS1oZYotR,"['electronic', 'indie', 'alternative_rock', 'indie_rock', 'ska']",[],
La Cadena De Oro,Cabas,ska,Latin,0.928,0.894,0.722,0.119,97.019,https://p.scdn.co/mp3-preview/ed2328a0fcf1dcdae9820ef7a95bb36a1ab0e8ab?cid=774b29d4f13844c495f206cafdad9c86,4rFOEYWpkwKPymCj2SEarz,['ska'],[],
My Imaginary Friend,Reel Big Fish,ska,,0.861,0.772,0.698,0.319,134.958,https://p.scdn.co/mp3-preview/5cdf232b64ad5d3cfc91ffb3ed4d4957a02ce299?cid=774b29d4f13844c495f206cafdad9c86,1oFaBCdgzsJ4WMMztXtgvF,['ska'],[],
Hechizo De Amor,Tiger Army,"punk_rock, ska",Rock,0.966,0.89,0.395,0.00813,148.58,https://p.scdn.co/mp3-preview/4a6815a9a5d01accf0ac9eb90a0053ef6418e09b?cid=774b29d4f13844c495f206cafdad9c86,0FfJuLLSKwsSCKwGbi0Koy,"['punk_rock', 'ska']",[],
Love For Me,Guster,"rock, acoustic, chill, ska",Pop,0.529,0.773,0.591,0.0963,126.825,https://p.scdn.co/mp3-preview/0db53b90eb9799bcd83578fbc919181cbf33bd4c?cid=774b29d4f13844c495f206cafdad9c86,4Fg1SpkX3vMuIpLfokm9Xx,"['rock', 'acoustic', 'chill', 'ska']","['acoustic', 'chill']",acoustic chill
Salta!!!,Tequila,"rock, ska",,0.871,0.966,0.463,0.0233,151.714,https://p.scdn.co/mp3-preview/756a400f6aa504a0b326ffe08f3ddc4a6448335b?cid=774b29d4f13844c495f206cafdad9c86,00o2gSF6lqv3XjRZyjROW5,"['rock', 'ska']",[],
Sadô-masô,Móveis Coloniais de Acaju,ska,,0.801,0.91,0.297,0.14,189.466,https://p.scdn.co/mp3-preview/50deb1c42fecaeeb17795f70c06849ef3c29ec94?cid=774b29d4f13844c495f206cafdad9c86,6VqK6x7w0h9rcLZICKDLZ8,['ska'],[],
Di grind,Kaizers Orchestra,"rock, alternative, ska",Rock,0.742,0.774,0.514,0.207,94.884,https://p.scdn.co/mp3-preview/c501c2f8c0bce10c2a712cec853d32bacdbe972c?cid=774b29d4f13844c495f206cafdad9c86,2AuIgHawPVh5XnHfqYjEGL,"['rock', 'alternative', 'ska']",[],
Heave-Ho,Smash Mouth,"rock, alternative, ska",Rock,0.659,0.963,0.5,0.143,107.385,https://p.scdn.co/mp3-preview/06084160670f5d05b9ee30e181195c23e37647c9?cid=774b29d4f13844c495f206cafdad9c86,0Dr1mMJk31ZkDQWpvSUnKE,"['rock', 'alternative', 'ska']",[],
It Was Written Down,Toots and The Maytals,"reggae, ska",Reggae,0.85,0.52,0.86,0.232,93.086,https://p.scdn.co/mp3-preview/533c09e97e9aab4b636792e35f8b3c2a19777bd1?cid=774b29d4f13844c495f206cafdad9c86,09TfvazHDgO1tD12UmJUMf,"['reggae', 'ska']",[],
Riding the Region,Hepcat,ska,,0.919,0.683,0.866,0.342,95.522,https://p.scdn.co/mp3-preview/4e9ece6cbf1ae32f446724d700c8dc583b15f6af?cid=774b29d4f13844c495f206cafdad9c86,1QGPc3qaPEwLJT0QpG356g,['ska'],[],
Runnin' With A Gun,Slightly Stoopid,"chill, ska",,0.757,0.758,0.678,0.117,81.503,https://p.scdn.co/mp3-preview/0020eaa68d27a804e4c9c736b42e0e7fee3d5c4f?cid=774b29d4f13844c495f206cafdad9c86,015Rb3CbCwM4bQFi46LLfS,"['chill', 'ska']",['chill'],chill
She Won't Ever Figure It Out,Big D And The Kids Table,ska,Reggae,0.719,0.976,0.613,0.00942,109.237,https://p.scdn.co/mp3-preview/9e25c959d97145599b959d75f15fcdd9caf0e5f9?cid=774b29d4f13844c495f206cafdad9c86,0183v7YhIQ5ogUiszCPJni,['ska'],[],
You Can't Win,The Mighty Mighty Bosstones,ska,,0.786,0.917,0.443,0.04,175.397,https://p.scdn.co/mp3-preview/e9cc17e145403950110fd68e49cacf97ee5710d8?cid=774b29d4f13844c495f206cafdad9c86,2TGBj7D9TbtLRsBHuw8zp3,['ska'],[],
Secret Agent Man,The Toasters,ska,,0.504,0.93,0.436,0.0616,191.772,https://p.scdn.co/mp3-preview/81202debecb558cfbd9080de00ea4a4ea589293c?cid=774b29d4f13844c495f206cafdad9c86,70AapNwgjVhujLJOOqYcuo,['ska'],[],
Got Caught,MU330,ska,Reggae,0.778,0.961,0.536,0.0446,108.891,https://p.scdn.co/mp3-preview/09d2e279fc2f863e1f1943c1e13561eaed25dce9?cid=774b29d4f13844c495f206cafdad9c86,0kBf1AEDpGEYohR6svutWM,['ska'],[],
Under Construction,No Doubt,"rock, ska",,0.491,0.853,0.581,0.0539,165.708,https://p.scdn.co/mp3-preview/9d54b2833309984c2bf8b881753afe3d2155dd2e?cid=774b29d4f13844c495f206cafdad9c86,2M5PNtWUjG128da4LWuBnz,"['rock', 'ska']",[],
Alone In Santa Cruz,The Ataris,"punk_rock, ska",,0.882,0.96,0.286,0.000258,147.631,https://p.scdn.co/mp3-preview/446b8425a6a4e544bb4700583c4bbc86d2e9ab27?cid=774b29d4f13844c495f206cafdad9c86,1cczIAMawFZ9rG4IqY2w7w,"['punk_rock', 'ska']",[],
Take It Slow,Long Beach Shortbus,ska,Rock,0.466,0.514,0.466,0.0529,92.712,https://p.scdn.co/mp3-preview/0c886c43872b7709ec1b42e6e88c0272d4dc7e3c?cid=774b29d4f13844c495f206cafdad9c86,2hzf8Vxxe79P7wWHFm49VH,['ska'],[],
Tortuga,Talco,ska,,0.731,0.989,0.543,0.00237,144.948,https://p.scdn.co/mp3-preview/469d3bfc1fe5b908b9de39f37371f57b25d5719d?cid=774b29d4f13844c495f206cafdad9c86,3XiRbWHxgPoMtoqPd2YYU3,['ska'],[],
Outside World,XTC,"new_wave, ska",,0.603,0.954,0.379,0.00191,195.447,https://p.scdn.co/mp3-preview/1f2c4dd11785f6d5e4a8b9ad9450b592d06ee8a6?cid=774b29d4f13844c495f206cafdad9c86,2l2beV0qJTzpfsmWkiWUPP,"['new_wave', 'ska']",[],
Swing hum e meio,Móveis Coloniais de Acaju,"rock, alternative, indie, alternative_rock, ska",Rock,0.752,0.835,0.351,0.0744,184.463,https://p.scdn.co/mp3-preview/ddf860e7ac93a75db1294a78a2c1ff7e27e7385b?cid=774b29d4f13844c495f206cafdad9c86,0ZenWYpn5zoCCv9fZEZUte,"['rock', 'alternative', 'indie', 'alternative_rock', 'ska']",[],
Alone In A Crowd,Catch 22,"acoustic, ska",,0.669,0.37,0.48,0.857,91.173,https://p.scdn.co/mp3-preview/60684a1b7230a96c298b29c83dce3bdeca2a9bda?cid=774b29d4f13844c495f206cafdad9c86,0Rog5hXZdahLLe4Bhof62b,"['acoustic', 'ska']",['acoustic'],acoustic
Dandelions,Five Iron Frenzy,ska,Reggae,0.707,0.692,0.717,0.263,126.062,https://p.scdn.co/mp3-preview/274ae15a2cb36f7fc6ce6712506d4bebf0d2c6b6?cid=774b29d4f13844c495f206cafdad9c86,19PKmo5TxS9nH9lHdMh4iJ,['ska'],[],
Walkey Walk Tall,10 Ft. Ganja Plant,"reggae, ska",,0.904,0.797,0.706,0.0847,78.235,https://p.scdn.co/mp3-preview/3d463f1999370456b5fc646d04dbe486bbe7cfa3?cid=774b29d4f13844c495f206cafdad9c86,49X280IOWye1tFuIvsD5sS,"['reggae', 'ska']",[],
Booze Cruise,Mad Caddies,ska,Reggae,0.534,0.939,0.354,0.000762,140.362,https://p.scdn.co/mp3-preview/e93051ffcffecc21b9e93ca81eb635396daef227?cid=774b29d4f13844c495f206cafdad9c86,1hmqFdA7fe0cBALDCGyO9K,['ska'],[],
Uns Dias,Os Paralamas Do Sucesso,"rock, ska",,0.6,0.702,0.626,0.00274,139.506,https://p.scdn.co/mp3-preview/3343154f0e9ad4eb8cd58d3808cea2926d1c53a6?cid=774b29d4f13844c495f206cafdad9c86,0i175MdNevobDPnYPneykC,"['rock', 'ska']",[],
The Guitar,They Might Be Giants,"rock, alternative, alternative_rock, ska",,0.588,0.634,0.802,0.0222,114.915,https://p.scdn.co/mp3-preview/83841661f107d0851b7aad8bf194748e6c42982a?cid=774b29d4f13844c495f206cafdad9c86,3fjOClPuLt1v5VXbdqM6b2,"['rock', 'alternative', 'alternative_rock', 'ska']",[],
Pra Dizer Adeus,Titãs,"rock, pop_rock, ska",,0.804,0.435,0.774,0.31,68.422,https://p.scdn.co/mp3-preview/47fa1714ae94ed7fe91321cc96d05f23caae2d94?cid=774b29d4f13844c495f206cafdad9c86,09bXBzhMXMl5Lg6vN6W96v,"['rock', 'pop_rock', 'ska']",[],
Solar Flare,311,"alternative, alternative_rock, reggae, ska",,0.469,0.805,0.653,0.000221,116.31,https://p.scdn.co/mp3-preview/b19bc623c4eb02970aac50fa8e4f1b19d686453b?cid=774b29d4f13844c495f206cafdad9c86,0GhMCyLLEvHjXI7mnKtJCX,"['alternative', 'alternative_rock', 'reggae', 'ska']",[],
Monkey Girl,Toots and The Maytals,"reggae, ska",,0.777,0.387,0.769,0.213,105.76,https://p.scdn.co/mp3-preview/25f1b0efaf04de4c827a957478613ca0e1dd90dc?cid=774b29d4f13844c495f206cafdad9c86,0OkpuVI09EakFxtoSEZsaO,"['reggae', 'ska']",[],
You're So Foxy,No Doubt,"rock, alternative, pop, punk, ska",,0.444,0.899,0.59,0.183,144.898,https://p.scdn.co/mp3-preview/4c7f720c332e96bad64d7b29105db399c6d8aee4?cid=774b29d4f13844c495f206cafdad9c86,0rfgQ2QnmnAbeu1P8K66yT,"['rock', 'alternative', 'pop', 'punk', 'ska']",[],
Revolution Rock,Los Fabulosos Cadillacs,"rock, ska",,0.88,0.888,0.549,0.0947,172.177,https://p.scdn.co/mp3-preview/3e22edd5a00209990c7fab326d6a8fc21f7c3b3f?cid=774b29d4f13844c495f206cafdad9c86,1cG2hAyF4PpMAabBSiu45Z,"['rock', 'ska']",[],
Let's Do Rock Steady,The Bodysnatchers,ska,,0.991,0.819,0.813,0.0344,126.844,https://p.scdn.co/mp3-preview/0b598aab30bce0958c47cc33733c481837f72035?cid=774b29d4f13844c495f206cafdad9c86,1auW2eDCcdMDDUq9hLEXWk,['ska'],[],
Playdough,The Aquabats,"alternative_rock, ska",Reggae,0.634,0.812,0.601,0.0181,100.914,https://p.scdn.co/mp3-preview/0ea10a10840ce77fc8d3567d0e80606a651e8bec?cid=774b29d4f13844c495f206cafdad9c86,0gCywYuIE00YpQkQi9CMkK,"['alternative_rock', 'ska']",[],
I'll Drink To That,The Mighty Mighty Bosstones,ska,,0.747,0.909,0.425,0.123,101.432,https://p.scdn.co/mp3-preview/8b93d04e6f32428eac375f3a3b91da35999531cb?cid=774b29d4f13844c495f206cafdad9c86,0PkBmpsveS3pUWVf4fvKnw,['ska'],[],
Fo' Head,Reel Big Fish,"90s, american, ska",Reggae,0.775,0.746,0.555,0.00336,107.766,https://p.scdn.co/mp3-preview/2ce9582dc5ddf4ebd98c98f888b7580d5221ac0f?cid=774b29d4f13844c495f206cafdad9c86,041O2IXtZ3Vdp555qyWP0W,"['90s', 'american', 'ska']",[],
Basta De Llamarme Así,Los Fabulosos Cadillacs,"rock, ska",,0.871,0.46,0.648,0.00558,121.22,https://p.scdn.co/mp3-preview/0a8463e6b6345b512c77d6f0dac99522314f4755?cid=774b29d4f13844c495f206cafdad9c86,0dSg3YoCdYlRWAQX46JvsM,"['rock', 'ska']",[],
